ï»¿Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (Â°)
26 06 2018 08:00,483.5422974,5.317175865,417.9122653,79.29573822
26 06 2018 08:10,578.986084,5.705636978,530.1466492,75.40367126
26 06 2018 08:20,630.9326782,6.048902035,640.609325,75.57395172
26 06 2018 08:30,580.1939087,6.092225075,655.5429511,76.96013641
26 06 2018 08:40,781.5673828,6.81772995,936.005004,73.87769318
26 06 2018 08:50,843.4776001,7.008907795,1020.003805,73.18668365
26 06 2018 09:00,753.3905029,6.74194479,903.9334152,69.10695648
26 06 2018 09:10,681.8178711,6.347996235,747.8045567,71.78157043
26 06 2018 09:20,561.1066284,6.00396204,625.3302844,75.44313049
26 06 2018 09:30,480.1765137,5.762157917,547.6719022,77.46354675
26 06 2018 09:40,607.2158203,6.240784168,708.2758193,73.47725677
26 06 2018 09:50,582.9605713,6.117386818,664.3083584,65.66046143
26 06 2018 10:00,728.1875,6.66071701,870.3060219,60.79713821
26 06 2018 10:10,793.9354248,6.69242382,883.3412803,63.78910065
26 06 2018 10:20,434.5921021,5.487907887,465.5281051,63.90348053
26 06 2018 10:30,357.0773926,5.09010601,358.4480892,61.79354095
26 06 2018 10:40,84.63987732,3.565224886,59.64553009,54.97225952
26 06 2018 10:50,188.1882019,4.57019186,237.0065977,56.15914917
26 06 2018 11:00,126.5370026,3.996064901,127.2456999,52.17700958
26 06 2018 11:10,130.6703033,4.028056145,128.2265072,47.69289017
26 06 2018 11:20,151.407196,4.10500288,142.7442029,54.75328064
26 06 2018 11:30,331.0114136,5.221736908,392.3995396,62.00376892
26 06 2018 11:40,414.4472046,5.710330009,531.5897327,63.36203003
26 06 2018 11:50,795.8112793,6.74921608,906.9811292,64.87911987
26 06 2018 12:00,1254.000977,7.849304199,1444.916604,61.56676102
26 06 2018 12:10,999.3452759,7.642814159,1332.570958,52.27985001
26 06 2018 12:20,232.6938934,4.69340086,264.0968398,33.34022141
26 06 2018 12:30,130.5740967,3.950222969,118.6410303,23.35219955
26 06 2018 12:40,20.67100906,3.189801931,24.95564366,33.14564133
26 06 2018 12:50,16.77102089,3.408061028,42.37905706,62.41186905
26 06 2018 13:00,206.2093964,4.543561935,231.2776603,79.32460022
26 06 2018 13:10,365.1668091,5.379686832,435.0462662,71.04879761
26 06 2018 13:20,536.9611816,5.878832817,584.86971,66.15350342
26 06 2018 13:30,388.4249878,5.396067142,439.5926823,86.4537735
26 06 2018 14:10,0,3.796544075,92.24800748,0
26 06 2018 14:20,0,3.760936022,86.67184304,149.2832947
26 06 2018 14:30,0,2.13442111,0,199.2252045
26 06 2018 14:40,0,4.40236187,201.6140434,200.7749939
26 06 2018 14:50,59.59358978,3.446867943,46.27505083,209.2770996
26 06 2018 15:00,0,2.776150942,0,331.984314
26 06 2018 15:10,0,2.465764999,0,36.02013016
26 06 2018 15:20,0,2.851671934,0,63.11481857
26 06 2018 15:30,0,2.674597025,0,43.21908951
26 06 2018 15:40,0,1.717790961,0,60.06787109
26 06 2018 15:50,0,1.800616026,0,66.35997772
26 06 2018 16:00,0,3.575779915,60.9467581,60.13611984
26 06 2018 16:10,0,2.29046011,0,83.61329651
26 06 2018 16:20,0,2.783476114,0,86.64781189
26 06 2018 16:30,0,3.29914999,32.73205701,62.9593811
26 06 2018 16:40,0,2.996191978,0,66.17861938
26 06 2018 16:50,0,2.582385063,0,75.78553772
26 06 2018 17:00,0,2.613109112,0,118.9040985
26 06 2018 17:10,35.01190948,4.184467793,158.031501,128.1531982
26 06 2018 17:20,23.97771072,3.275382042,30.87904686,122.7843018
26 06 2018 17:30,0,2.052139997,0,88.79876709
26 06 2018 17:40,0,2.055907965,0,66.87966919
26 06 2018 17:50,0,2.345504045,0,121.3311005
26 06 2018 18:00,0,3.943666935,117.4379247,155.5648041
26 06 2018 18:10,249.5578003,5.079833984,355.8570701,161.1746979
26 06 2018 18:20,82.89340973,4.072029114,136.4894909,174.2012024
26 06 2018 18:30,553.56427,5.096144199,359.9750462,200.3320007
26 06 2018 18:40,1840.427979,8.74118042,1978.664566,182.7877045
26 06 2018 18:50,1599.435059,8.095766068,1585.30565,187.7299957
26 06 2018 19:00,70.08648682,3.889425993,107.7479195,133.8103027
26 06 2018 19:10,141.363205,4.063212872,134.8257373,97.13233948
26 06 2018 19:20,204.9954071,4.242281914,169.3507802,106.3542023
26 06 2018 19:30,390.174408,5.314082146,417.0730965,101.0950012
26 06 2018 19:40,290.7026978,4.958889961,325.9640805,130.6300964
26 06 2018 19:50,557.7775269,5.830968857,569.4413388,159.593399
26 06 2018 20:00,934.52948,7.060115814,1043.281836,167.7407074
26 06 2018 20:10,943.3585205,7.071221828,1048.375062,174.3126984
26 06 2018 20:20,861.8853149,7.011174202,1021.026954,173.4096985
26 06 2018 20:30,571.5526733,6.20964098,697.0253685,176.4031067
26 06 2018 20:40,454.3833008,5.949117184,607.9583509,174.5852051
26 06 2018 20:50,459.5888977,5.943912029,606.2305602,178.4835968
26 06 2018 21:00,442.7116089,5.852464199,576.3408186,174.4783936
26 06 2018 21:10,410.2298889,5.801986217,560.2136078,172.5460968
26 06 2018 21:20,376.4724121,5.743400097,541.8204574,166.0093994
26 06 2018 21:30,590.7316284,6.374982834,757.9503796,167.2115021
26 06 2018 21:40,749.8098145,6.639204025,861.5274293,172.703598
26 06 2018 21:50,818.6483765,6.91960001,980.2024398,174.0733032
26 06 2018 22:00,1022.906982,7.402293205,1207.893338,172.9154968
26 06 2018 22:10,1319.484009,7.96777916,1511.59945,177.331604
26 06 2018 22:20,1395.651978,7.891952991,1468.742993,185.6903076
26 06 2018 22:30,1427.67395,8.122777939,1601.070874,189.9924011
26 06 2018 22:40,1171.03894,7.772199154,1402.368781,189.7440033
26 06 2018 22:50,970.7302246,7.372955799,1193.131734,189.4817047
26 06 2018 23:00,905.6516113,7.321204185,1167.399019,190.3110046
26 06 2018 23:10,752.5562134,6.883244991,964.2843282,189.858902
26 06 2018 23:20,656.0516968,6.697203159,885.316224,191.218399
26 06 2018 23:30,730.2860718,6.894674778,969.2713873,190.9069977
26 06 2018 23:40,819.9345703,7.015316963,1022.898858,195.6266937
26 06 2018 23:50,599.5734253,6.371068001,756.4736569,199.4738007
27 06 2018 00:00,582.5861816,6.315991879,735.8746899,200.5402069
27 06 2018 00:10,634.7376099,6.576742172,836.3379489,198.9642029
27 06 2018 00:20,603.1967163,6.574333191,835.3753026,195.5296021
27 06 2018 00:30,533.4329224,6.208234787,696.5198377,192.5079041
27 06 2018 00:40,589.7567749,6.470120907,794.3528021,193.6213074
27 06 2018 00:50,579.3696289,6.442942142,783.8521374,193.9223022
27 06 2018 01:00,560.0477905,6.434998989,780.7986076,195.5393982
27 06 2018 01:10,714.8952026,7.000991821,1016.435344,199.1468964
27 06 2018 01:20,771.5717163,7.142692089,1081.538621,200.5661011
27 06 2018 01:30,522.3195801,6.347373009,747.5711846,201.9732056
27 06 2018 01:40,420.177887,5.905156136,593.4561615,204.8721924
27 06 2018 01:50,559.3093262,6.417985916,774.2816931,207.270401
27 06 2018 02:00,573.4434814,6.513669968,811.3484491,205.6903076
27 06 2018 02:10,302.7713013,5.146566868,372.8393338,199.1192017
27 06 2018 02:20,162.6826935,4.357223034,192.3746845,202.2355042
27 06 2018 02:30,221.5245972,4.919257164,316.4087009,197.2024994
27 06 2018 02:40,393.2130127,5.709107876,531.2137235,190.8271942
27 06 2018 02:50,406.2435913,5.713335991,532.5151991,193.8892975
27 06 2018 03:00,262.3594055,4.913719177,315.082733,199.0045929
27 06 2018 03:10,314.2434082,5.161469936,376.680634,201.5540924
27 06 2018 03:20,558.5438843,6.106492996,660.5050558,203.0509033
27 06 2018 03:30,1155.348022,7.871197224,1457.121964,204.4579926
27 06 2018 03:40,1146.392944,7.726826191,1377.658844,205.927597
27 06 2018 03:50,1200.589966,8.020404816,1541.703286,203.6483002
27 06 2018 04:00,1451.516968,8.486968994,1819.964026,192.7088928
27 06 2018 04:10,3288.353027,12.28750992,3559.745653,188.4512024
27 06 2018 04:20,3466.143066,12.68113041,3590.191352,190.5115051
27 06 2018 04:30,2665.805908,10.43729973,3035.363086,179.1203003
27 06 2018 04:40,3415.837891,12.17006969,3545.954427,175.2584076
27 06 2018 04:50,3497.537109,12.79477024,3594.640677,180.7537994
27 06 2018 05:00,3603.97998,14.14887047,3600,190.0950928
27 06 2018 05:10,3581.833008,13.62246037,3600,188.7693024
27 06 2018 05:20,3561.5271,12.28584003,3559.565147,177.449295
27 06 2018 05:30,2879.514893,11.11791039,3312.503,176.8549042
27 06 2018 05:40,1731.052979,8.966031075,2122.115929,161.0276031
27 06 2018 05:50,1323.402954,8.06814003,1569.25585,169.1976013
27 06 2018 06:00,1500.110962,8.540528297,1853.044235,174.3697968
27 06 2018 06:10,1791.878052,9.134799004,2231.227979,177.5393982
27 06 2018 06:20,1309.812012,8.000211716,1530.117943,180.6407928
27 06 2018 06:30,927.5665283,7.171782017,1095.231531,186.1920013
27 06 2018 06:40,584.0640259,6.249383926,711.4008243,191.4781952
27 06 2018 06:50,342.314209,5.331386089,421.7773831,203.1678009
27 06 2018 07:00,218.243103,4.637845993,251.7610609,204.2207947
27 06 2018 07:10,74.97734833,3.620028019,66.59567615,209.2068024
27 06 2018 07:20,55.82249069,3.649187088,70.48949684,210.1363983
27 06 2018 07:30,2.533077002,2.093091965,0,206.0484009
27 06 2018 07:40,0,1.228050947,0,89.24710846
27 06 2018 07:50,0,2.103383064,0,100.6933975
27 06 2018 08:00,0,2.958925009,0,106.899498
27 06 2018 08:10,0,3.242758989,28.48284181,117.9019012
27 06 2018 08:20,0,3.423482895,43.89847362,116.5551987
27 06 2018 08:30,0,3.319212914,34.36656396,87.0421524
27 06 2018 08:40,0,2.09061408,0,70.94714355
27 06 2018 14:00,0,0,0,0
27 06 2018 14:10,0,5.820561886,566.1180059,0
27 06 2018 14:20,95.88883972,5.282392979,408.5246942,62.87527847
27 06 2018 14:30,648.5457153,6.424201012,776.6587269,53.95906067
27 06 2018 14:40,706.1478882,6.441089153,783.1391859,51.60879135
27 06 2018 14:50,721.0745239,6.551714897,826.3687017,51.42721176
27 06 2018 15:00,478.9570007,5.853923798,576.8110407,50.82624817
27 06 2018 15:10,598.8046265,6.025475979,632.6178146,57.41461945
27 06 2018 15:20,729.8983154,6.680482864,878.4185223,56.94950867
27 06 2018 15:30,545.4420166,5.97619009,616.9914689,51.83338165
27 06 2018 15:40,421.3182983,5.530940056,477.9445521,48.54486084
27 06 2018 15:50,417.8544006,5.499175072,468.762626,50.31829834
27 06 2018 16:00,712.5534058,6.618512154,853.1337923,52.78767014
27 06 2018 16:10,713.9393921,6.672820091,875.268151,50.96358109
27 06 2018 16:20,702.673584,6.674149036,875.8140309,47.13602066
27 06 2018 16:30,760.4639893,6.712276936,891.5624441,50.97436142
27 06 2018 16:40,978.2819824,7.313121796,1163.415108,49.90898132
27 06 2018 16:50,814.2144775,6.913297176,977.4310782,50.74745941
27 06 2018 17:00,888.7213745,7.066856861,1046.371372,53.86043167
27 06 2018 17:10,1193.409058,7.74672699,1388.466303,57.87908173
27 06 2018 17:20,1190.133057,7.740986824,1385.344103,59.49304962
27 06 2018 17:30,1377.276001,8.142484665,1612.616848,58.67271042
27 06 2018 17:40,1524.052979,8.517137527,1838.572161,57.11021042
27 06 2018 17:50,1469.654053,8.321401596,1719.068061,62.20980835
27 06 2018 18:00,1917.999023,9.5338974,2466.518021,73.43549347
27 06 2018 18:10,1733.692017,9.257702827,2311.267816,76.13670349
27 06 2018 18:20,615.9332886,5.236957073,396.4167423,89.42442322
27 06 2018 18:30,299.7416992,4.705198765,266.742639,117.2016983
27 06 2018 18:40,83.98696899,3.484514952,50.28485753,138.0319977
27 06 2018 18:50,2.89586401,2.683825016,0,191.4087982
27 06 2018 19:00,0,1.027680993,0,220.1654968
27 06 2018 19:10,0,2.719981909,0,329.811615
27 06 2018 19:20,0,2.973651886,0,318.4010925
27 06 2018 19:30,0,3.067394018,18.51996488,291.7286072
27 06 2018 19:40,0,2.154634953,0,278.8564148
27 06 2018 19:50,0,2.373970032,0,300.7897949
27 06 2018 20:00,0,2.356509924,0,335.3198853
27 06 2018 20:10,0,13.09031963,3600,233.6230927
27 06 2018 20:20,3179.183105,13.02898979,3600,214.9647064
27 06 2018 20:30,3508.628906,13.15093994,3600,201.7281036
27 06 2018 20:40,3319.012939,11.96224976,3515.957446,237.9888
27 06 2018 20:50,3056.770996,11.52367973,3427.616794,253.4972992
27 06 2018 21:00,2752.798096,10.58481979,3105.276221,246.6555939
27 06 2018 21:10,1595.452026,8.151576996,1617.956406,250.2173004
27 06 2018 21:20,1120.990967,7.517332077,1266.905834,257.9118042
27 06 2018 21:30,455.3904114,5.783816814,554.4722833,264.7983093
27 06 2018 21:40,274.7843933,5.14611721,372.7237126,258.7296143
27 06 2018 21:50,1500.022949,8.44140625,1791.986876,223.3728027
27 06 2018 22:00,3314.041992,12.23682022,3554.066964,233.6027985
27 06 2018 22:10,3319.178955,12.38547993,3569.560958,232.8338013
27 06 2018 22:20,2765.460938,10.69114017,3152.133532,233.5157928
27 06 2018 22:30,3117.883057,11.84772015,3496.259092,233.944397
27 06 2018 22:40,3567.833984,13.07371998,3600,230.5713043
27 06 2018 22:50,3550.080078,13.03567028,3600,223.207901
27 06 2018 23:00,3089.650879,11.95359993,3514.549749,215.7257996
27 06 2018 23:10,2926.606934,11.84138012,3495.101033,211.7413025
27 06 2018 23:20,2920.094971,11.93362999,3511.250221,209.3652039
27 06 2018 23:30,2600.896973,10.97834015,3264.740872,209.3394928
27 06 2018 23:40,2602.179932,10.48908997,3060.570154,216.4553986
27 06 2018 23:50,3109.154053,12.06175041,3531.227446,207.8329926
28 06 2018 00:00,2465.294922,10.18132973,2899.790847,210.5993958
28 06 2018 00:10,2001.552002,9.093164444,2204.215436,220.2615967
28 06 2018 00:20,1644.970947,8.619205475,1901.996445,227.6412964
28 06 2018 00:30,1513.017944,8.415064812,1775.883644,217.058197
28 06 2018 00:40,1540.828003,8.341411591,1731.146318,228.8359985
28 06 2018 00:50,1431.885986,8.481747627,1816.750136,205.980896
28 06 2018 01:00,1471.383057,8.385770798,1758.038577,199.4673004
28 06 2018 01:10,1290.088013,8.054821014,1561.545035,206.2070007
28 06 2018 01:20,1761.607056,9.175485611,2257.678068,201.8807983
28 06 2018 01:30,1633.76001,8.825379372,2032.08633,200.1634064
28 06 2018 01:40,1064.840942,7.580019951,1299.45298,202.7987976
28 06 2018 01:50,1210.220947,8.016307831,1539.349329,199.2537994
28 06 2018 02:00,1084.364014,7.86943388,1456.136899,197.0502014
28 06 2018 02:10,831.117981,7.131680965,1076.385181,194.1970978
28 06 2018 02:20,904.4140015,7.35570097,1184.508772,191.047699
28 06 2018 02:30,887.1370239,7.348344803,1180.845793,190.6282959
28 06 2018 02:40,768.0264282,6.904496193,973.5694754,192.6893005
28 06 2018 02:50,885.0305176,7.302173138,1158.033285,188.7111969
28 06 2018 03:00,831.4511719,7.039610863,1033.920249,188.8309021
28 06 2018 03:10,766.0792236,6.924160004,982.2105342,188.7982025
28 06 2018 03:20,815.93927,7.052465916,1039.782898,187.3721924
28 06 2018 03:30,869.9786987,7.351408005,1182.370148,183.5249023
28 06 2018 03:40,1258.869019,8.160243988,1623.053438,184.8883972
28 06 2018 03:50,1668.850952,8.980131149,2131.190191,186.4044952
28 06 2018 04:00,1627.582031,9.105072021,2211.935261,182.1053925
28 06 2018 04:10,1406.339966,8.334050179,1726.699036,181.1835022
28 06 2018 04:20,1216.625,7.876822948,1460.26702,183.4766998
28 06 2018 04:30,1290.463013,8.163955688,1625.238434,178.3887939
28 06 2018 04:40,1229.708008,7.97930479,1518.167743,180.6882019
28 06 2018 04:50,1095.905029,7.684532166,1354.85078,178.8822021
28 06 2018 05:00,1227.412964,7.724263191,1376.270451,175.7906952
28 06 2018 05:10,1714.286011,8.780082703,2003.299397,175.1726074
28 06 2018 05:20,1771.400024,8.810603142,2022.683913,177.9353027
28 06 2018 05:30,1341.947998,7.81742382,1427.240889,175.6911011
28 06 2018 05:40,1036.473999,6.984648228,1009.092936,172.6475067
28 06 2018 05:50,891.4854126,6.792469978,925.2395151,174.3522949
28 06 2018 06:00,681.4642944,6.239776134,707.9100374,177.969696
28 06 2018 06:10,595.472229,5.789175987,556.1622425,187.3323975
28 06 2018 06:20,576.7626953,6.01543808,629.2114641,190.3939972
28 06 2018 06:30,407.3190918,5.302730083,414.0009079,189.6390076
28 06 2018 06:40,122.1576004,3.749659061,84.94818664,193.1699066
28 06 2018 06:50,158.3824005,4.247774124,170.4349862,194.8200073
28 06 2018 07:00,157.2944946,4.164535046,154.1679002,186.1042938
28 06 2018 07:10,248.3146973,4.538618088,230.2188924,177.0393066
28 06 2018 07:20,241.1300049,4.612570763,246.2149044,178.1739044
28 06 2018 07:30,786.9846191,6.735259056,901.1366038,165.6732025
28 06 2018 07:40,361.9885864,5.127494812,367.9495962,165.2312012
28 06 2018 07:50,97.28888702,3.67866993,74.5648676,190.6965027
28 06 2018 08:00,578.5960083,6.003316879,625.1125102,179.5778961
28 06 2018 08:10,432.2124023,5.450218201,454.7926227,177.8972931
28 06 2018 08:20,470.4045105,5.686947823,524.4213355,182.2897034
28 06 2018 08:30,272.9395142,4.679104805,260.903146,186.2232971
28 06 2018 08:40,829.4232788,6.602767944,846.7797974,184.4701996
28 06 2018 08:50,551.3510742,5.951723099,608.8244366,182.9261017
28 06 2018 09:00,409.2272949,5.182559013,382.1472226,200.8731995
28 06 2018 09:10,651.9594727,6.401374817,767.9493432,197.6078949
28 06 2018 09:20,456.9820862,5.555624962,485.1446624,196.7254028
28 06 2018 09:30,460.300415,5.597618103,497.5248054,198.0755005
28 06 2018 09:40,670.1757202,6.18394804,687.8221106,207.0572968
28 06 2018 09:50,315.5990906,5.126850128,367.7848209,205.0249939
28 06 2018 10:00,158.1134949,4.012047768,125.2400634,197.7039948
28 06 2018 10:10,609.4777832,6.315003872,735.5081673,198.2089996
28 06 2018 10:20,637.7805176,6.384438992,761.5242423,191.5475006
28 06 2018 10:30,441.734314,5.566536903,488.3456504,191.392807
28 06 2018 10:40,164.2825012,4.269556046,174.7503872,201.4243011
28 06 2018 10:50,5.252515793,1.980214,0,185.7480011
28 06 2018 11:00,0,1.009768009,0,273.2680969
28 06 2018 11:10,0,1.541468978,0,3.580737114
28 06 2018 11:20,0,1.580518007,0,50.6196785
28 06 2018 11:30,0,1.128268003,0,191.366394
28 06 2018 11:40,0,4.370563984,195.0935214,229.4373016
28 06 2018 11:50,1523.276001,7.834445,1436.663591,236.2328949
28 06 2018 12:00,1986.758057,8.714138031,1961.590213,221.3088074
28 06 2018 12:10,1883.390015,9.46897316,2449.618787,211.5135956
28 06 2018 12:20,1523.514038,8.304540634,1708.916509,203.9172974
28 06 2018 12:30,854.0266724,6.662993908,871.2382385,213.3070068
28 06 2018 12:40,646.6055298,5.984955788,619.9330368,225.1578979
28 06 2018 12:50,759.3201904,6.524467945,815.5951025,226.0688019
28 06 2018 13:00,817.513916,6.728096008,898.1459246,227.2485046
28 06 2018 13:10,1448.371948,8.023936272,1543.733697,211.0196075
28 06 2018 13:20,2687.977051,10.64068031,3130.255792,212.7877045
28 06 2018 13:30,3192.929932,12.06282997,3531.383894,212.9064941
28 06 2018 13:40,2846.61499,11.2059803,3340.420613,208.4766998
28 06 2018 13:50,3031.503906,11.5705204,3438.761922,212.129303
28 06 2018 14:00,3593.562012,13.29751015,3600,210.3950958
28 06 2018 14:10,3579.157959,13.64383984,3600,209.3858032
28 06 2018 14:20,3604.160889,13.82328987,3600,209.4658966
28 06 2018 14:30,3601.884033,12.98643017,3597.905691,207.7478943
28 06 2018 14:40,3578.762939,12.95291042,3597.713911,208.3130035
28 06 2018 14:50,3444.931885,12.47472,3577.193323,206.0287933
28 06 2018 15:00,2328.138916,9.911293983,2735.702139,209.1826935
28 06 2018 15:10,1601.550049,8.332756996,1725.918241,201.0106964
28 06 2018 15:20,1727.526001,8.725223541,1968.584433,199.7248993
28 06 2018 15:30,1543.04895,8.342282295,1731.672636,198.7404938
28 06 2018 15:40,1812.839966,9.406497002,2408.632527,196.4859009
28 06 2018 15:50,2421.2771,10.26177979,2944.417829,201.6092072
28 06 2018 16:00,1981.944946,8.992271423,2139.009781,187.1667023
28 06 2018 16:10,1470.81604,7.74660778,1388.401422,194.4859924
28 06 2018 16:20,2058.195068,9.120177269,2221.73495,198.1130066
28 06 2018 16:30,2234.021973,9.819113731,2674.404667,197.8130951
28 06 2018 16:40,1886.452026,9.265707016,2316.494062,199.9232025
28 06 2018 16:50,1484.360962,8.390915871,1761.167925,210.8222046
28 06 2018 17:00,1093.751953,7.469759941,1242.328241,207.615799
28 06 2018 17:10,1382.463989,8.051522255,1559.638023,207.6141052
28 06 2018 17:20,1625.969971,8.648153305,1920.109446,206.5032959
28 06 2018 17:30,1952.994019,9.398555756,2403.426413,208.1405945
28 06 2018 17:40,1481.421997,8.449171066,1796.743801,207.1667938
28 06 2018 17:50,1292.133057,8.056470871,1562.499227,208.717804
28 06 2018 18:00,853.6204834,6.999638081,1015.825886,210.2440033
28 06 2018 18:10,865.0825195,6.96629715,1000.888869,214.2263031
28 06 2018 18:20,812.5413818,6.83814621,944.7619869,224.7686005
28 06 2018 18:30,1072.157959,7.427024841,1220.436756,229.9725952
28 06 2018 18:40,1246.421997,7.631300926,1326.460904,233.1880035
28 06 2018 18:50,907.4713135,7.089756966,1056.911104,234.8023987
28 06 2018 19:00,910.9257813,7.147080898,1083.597194,235.8730011
28 06 2018 19:10,1046.457031,7.401885033,1207.687085,232.509903
28 06 2018 19:20,1021.29303,7.650160789,1336.478597,224.766098
28 06 2018 19:30,1064.546997,7.63857317,1330.31831,223.1994934
28 06 2018 19:40,968.4912109,7.165557861,1092.292179,225.3587952
28 06 2018 19:50,808.4378052,6.864109993,955.9710255,227.3119965
28 06 2018 20:00,612.3544922,6.361569881,752.8977808,224.0061035
28 06 2018 20:10,550.8884277,6.064492226,645.9602293,226.5760956
28 06 2018 20:20,622.4880981,6.377151966,758.7693211,228.4152985
28 06 2018 20:30,641.8869019,6.510499001,810.1038297,224.7053986
28 06 2018 20:40,709.5703125,6.848424911,949.1897397,218.1053925
28 06 2018 20:50,1071.5,7.510991096,1263.642896,218.1329041
28 06 2018 21:00,1273.255981,7.872329235,1457.754529,220.911499
28 06 2018 21:10,931.0366821,7.085272789,1054.841873,222.4633942
28 06 2018 21:20,894.1226196,7.133646011,1077.303678,226.3466034
28 06 2018 21:30,964.1234131,7.283780098,1149.03058,224.3213043
28 06 2018 21:40,974.0427856,7.511894226,1264.107296,220.3582001
28 06 2018 21:50,825.4694824,6.767821789,914.8079013,219.9945984
28 06 2018 22:00,968.1160278,7.03737402,1032.902295,223.0928955
28 06 2018 22:10,1294.031006,7.896048069,1471.041465,225.5204926
28 06 2018 22:20,846.578186,7.170207024,1094.487247,218.4192963
28 06 2018 22:30,829.3344727,7.182639122,1100.371341,206.906601
28 06 2018 22:40,830.1895142,7.072751045,1049.077619,216.1945953
28 06 2018 22:50,774.4793091,6.951591015,994.3448469,218.5393982
28 06 2018 23:00,719.2401733,6.956761837,996.6427031,206.2068024
28 06 2018 23:10,867.3624268,7.131289005,1076.202033,192.2048035
28 06 2018 23:20,986.7363892,7.490427017,1253.015062,193.0841064
28 06 2018 23:30,1011.866028,7.705954075,1366.375596,191.0966949
28 06 2018 23:40,1172.985962,7.874049187,1458.715908,192.6170044
28 06 2018 23:50,1307.532959,8.153521538,1619.09937,196.0142975
29 06 2018 00:00,1505.409058,8.381858826,1755.660632,200.6062927
29 06 2018 00:10,1590.671997,8.566035271,1868.868879,199.3630066
29 06 2018 00:20,1414.866943,8.247606277,1674.817125,198.1533966
29 06 2018 00:30,1584.427979,8.570269585,1871.500163,197.0270996
29 06 2018 00:40,1923.561035,9.399259567,2403.887781,189.6334991
29 06 2018 00:50,2389.450928,10.25403023,2940.201075,191.4098969
29 06 2018 01:00,2337.850098,10.14206028,2877.314566,192.0957031
29 06 2018 01:10,2002.655029,9.595106125,2513.530056,191.740097
29 06 2018 01:20,2151.626953,9.705774307,2595.163585,193.5641022
29 06 2018 01:30,2176.158936,9.741054535,2620.295799,191.8643951
29 06 2018 01:40,1911.391968,9.125398636,2225.124093,194.1455994
29 06 2018 01:50,1936.567993,9.008820534,2149.67871,199.7115936
29 06 2018 02:00,1846.873047,9.010718346,2150.902893,203.5180054
29 06 2018 02:10,1303.383057,7.908270836,1477.912835,200.3697052
29 06 2018 02:20,1479.159058,8.239441872,1669.950412,200.259903
29 06 2018 02:30,1673.654053,8.604049683,1892.534702,202.6275024
29 06 2018 02:40,1558.036011,8.447361946,1795.635081,203.1414032
29 06 2018 02:50,1602.629028,8.561189651,1865.859209,199.9188995
29 06 2018 03:00,1327.036011,8.2091856,1651.966796,198.3652954
29 06 2018 03:10,2106.201904,10.03495979,2813.648152,196.8381042
29 06 2018 03:20,2190.131104,9.918246269,2740.213146,201.315506
29 06 2018 03:30,2514.931885,11.00189972,3273.112318,196.5066071
29 06 2018 03:40,2589.383057,11.08125019,3300.380827,188.6047058
29 06 2018 03:50,2278.037109,9.898793221,2727.551771,186.4806976
29 06 2018 04:00,1793.975952,9.032865524,2165.199274,185.2319031
29 06 2018 04:10,1740.435059,8.742503166,1979.500809,183.2669983
29 06 2018 04:20,1246.285034,7.609490871,1314.93279,187.1712036
29 06 2018 04:30,1556.506958,8.27706337,1692.424771,189.5641937
29 06 2018 04:40,1476.828003,8.149428368,1616.693898,189.4367065
29 06 2018 04:50,1001.348022,6.924387932,982.310975,192.4685974
29 06 2018 05:00,630.3535767,6.000089169,624.0236646,193.7747955
29 06 2018 05:10,823.223877,6.763758183,913.0950025,194.3639984
29 06 2018 05:20,1270.857056,7.665783882,1344.811096,191.6112976
29 06 2018 05:30,1067.973999,7.186416149,1102.163156,193.3959961
29 06 2018 05:40,1112.161987,7.238398075,1127.021691,196.7507019
29 06 2018 05:50,1083.482056,7.560217857,1289.115539,193.9866943
29 06 2018 06:00,888.5252075,6.841047764,946.0105969,198.0184021
29 06 2018 06:10,829.1558228,6.775873184,918.2075016,189.2324066
29 06 2018 06:20,1159.149048,7.426280975,1220.058146,183.4174957
29 06 2018 06:30,1954.743042,9.044091225,2172.452797,184.8695068
29 06 2018 06:40,1594.244995,8.199572563,1646.270313,190.0330963
29 06 2018 06:50,1259.671021,7.400238037,1206.855099,199.2162933
29 06 2018 07:00,1992.571045,9.252964973,2308.174995,192.735199
29 06 2018 07:10,1724.19397,8.498821259,1827.266766,196.0476074
29 06 2018 07:20,2330.190918,9.834229469,2684.647352,194.0675049
29 06 2018 07:30,2502.428955,10.22542953,2924.487918,191.4002991
29 06 2018 07:40,2705.61499,10.72159958,3165.028735,191.610199
29 06 2018 07:50,1996.692993,8.995020866,2140.78154,195.0086975
29 06 2018 08:00,2655.583008,10.47249985,3052.574463,191.9320984
29 06 2018 08:10,2364.729004,9.806789398,2665.997398,186.9273071
29 06 2018 08:20,1561.161011,8.167326927,1627.224124,186.7017975
29 06 2018 08:30,1926.714966,8.925138474,2095.8471,187.6486969
29 06 2018 08:40,1574.02002,8.108742714,1592.870512,189.5121002
29 06 2018 08:50,1696.61499,8.54479599,1855.688814,184.6045074
29 06 2018 09:00,1423.879028,8.110072136,1593.646437,192.0431976
29 06 2018 09:10,1571.703979,8.113516808,1595.657736,193.3654938
29 06 2018 09:20,1003.367981,7.23638916,1126.054077,204.8074036
29 06 2018 09:30,2205.958984,9.593392372,2512.232043,204.9980927
29 06 2018 09:40,1975.72998,9.357382774,2376.449648,209.8143005
29 06 2018 09:50,2079.471924,9.545253754,2475.342255,210.8896027
